Date,VALE3.SA,PETR4.SA,PETR3.SA,ITUB4.SA,BBDC4.SA,B3SA3.SA,ABEV3.SA,JBSS3.SA,WEGE3.SA,SUZB3.SA,ITSA4.SA,BBAS3.SA,BRAX11.SA,BOVA11.SA
2012-01-02,,,,,,,,,,,,,,
2012-01-03,0.04353712287014222,0.03081350780155434,0.03430365486848075,0.024671059233711823,0.020944886899999737,0.017285403636610797,-0.011462459441167638,0.029800641454033494,0.0233058837719764,0.0,0.029192767664957486,-0.00453892289796709,0.021995414680766157,0.023738492198376093
2012-01-04,0.006765384544157982,0.007114296304226553,0.006225362162504577,0.0011461655647559965,0.0015931593374656217,0.01798256051791247,-0.023517152721292067,0.018820082079164857,0.005221952331525337,0.0,0.0017420333880171501,-0.004975169458022233,0.0,0.0
2012-01-05,-0.027101876171971906,-0.011586592801739126,-0.006225362162504577,-0.007473455197760437,-0.00638775164423544,-0.010950679414911901,-0.019996823113031414,0.01680710215240988,0.00623079323811182,0.0,-0.004360984864947071,-0.010445050280824208,-0.00918915990419178,-0.013619741623410953
2012-01-06,-0.008637304361983844,0.000896077929006367,-0.0008330053614966637,0.007473455197760437,0.012418528003488749,0.014903462271929069,-0.0025279433449783006,0.011599164123644368,-0.011452745569637157,0.0,0.005230983125169786,-0.025522457227838302,-0.0002495854296187261,0.0024271750630697753
2012-01-09,-0.0012055272490893998,0.013345360125042394,0.019802608596683147,0.006280386401730009,0.002528478004606871,0.015655742847625165,-0.0019490299384461451,-0.03350401900759192,0.0,0.0,0.006932401647457009,0.008152825220569149,0.000997777966917024,0.00862074304390692
2012-01-10,-0.0012069822993163726,0.011860471341675005,0.01379332853627302,0.013005551214862798,0.002207080596009714,0.020183341057758986,-0.00508515935975451,-0.0034129694024673807,-0.005249364324416028,0.0,0.015424508671541437,0.020723929727775037,0.011156698142282817,0.011097024117993293
2012-01-11,0.0074599685707785746,0.00043659590295863637,0.0012080004126300281,0.0014034472825685818,0.0006297729798263596,-0.009560225054780158,0.0,-0.015504130497411062,0.0,0.0,-0.0008506011040056993,0.014956681594186172,-0.001480419028693447,0.0050804382136471204
2012-01-12,-0.010120524187925639,0.007392948529182597,0.012397657874006374,0.002241590912385405,0.00031473782207802614,-0.01939937171648065,0.0044997461143445605,-0.02817093373302404,0.0,0.0,-0.001703685010349787,0.008622475445961175,0.003204762175973652,-0.001690656183992445
2012-01-13,-0.020553699705302186,-0.0013007019909370143,0.008311980923407347,-0.006457973605527467,-0.01809859740600972,-0.009842520081769557,0.0013654625230707929,-0.03267075118327645,0.005249364324416028,0.0,-0.0068434477577878905,0.009764181692714757,-0.006667525680374098,-0.01534553074714129
2012-01-16,0.006407077660086191,0.025697362464812468,0.02337459254376073,0.00673777554696553,0.007660352050069541,0.0,0.011820624572762561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.006528454904040082,0.0,0.0,0.0,0.0,0.0,0.01938475359588221,0.0
2012-01-18,0.0570492216805949,0.02998980326612255,0.017936035947629936,0.027595627285312396,0.018898268586195144,0.028280609919832278,0.010471337918906087,0.09161331347969903,-0.0026210684795484607,0.0,0.02960049052806446,0.04163135258757711,0.009673538735521792,0.043704408577458054
2012-01-19,-0.002788081142734544,-0.0065871689403818046,-0.0018929077952418716,0.005699521415920117,0.0031152645899079623,-0.004819075460737565,-0.0047460445485127956,0.001682044493630741,0.005757628756223543,0.0,0.004157970022826918,0.0019398352465294089,0.008388360405752415,0.002135892845257281
2012-01-20,-0.0013970054632856943,0.0004129766407099389,-0.0015168379226939699,0.004051370192897252,0.004035380907780883,0.004819075460737565,0.002850310755493357,0.011696068651118274,-0.001044539636381403,0.0,-0.0008301216993673588,0.011560866588071317,-0.00023874295664638723,0.007684190735512075
2012-01-23,-0.007248893264498513,0.03688360838522753,0.035418384780013135,-0.019048268794044976,-0.0024814219534299298,0.0019212973684354928,-0.013564080793764255,-0.033786964913948614,0.0015661904041650576,0.0,-0.012536758942712112,0.0,0.002622497894765541,0.00195247263373588
2012-01-24,0.009343625934648436,0.01068684084617555,0.015628168875386983,-0.01829825010008479,0.0065005839895437845,-0.0009600154900175628,0.013184538627901699,0.01365207583721717,0.017068035012073546,0.0,-0.01610895935431156,-0.003838790922863655,-0.002861206776848313,0.001299513130431862
2012-01-26,-0.00512815594605831,-0.01907846202519048,-0.019665564833728943,0.015547222434521224,0.009213898411160049,0.026541750305942635,-0.0034227410244378476,0.0033840947077599104,0.01577245096513402,0.0,0.008510761901172614,0.02206251239326562,0.012339986719101415,0.007278653586344497
2012-01-27,0.005825485300524846,-0.010082763346961787,-0.012211064467541721,-0.005247929852877142,0.007613815881630348,0.01853632729344934,-0.014388680811137977,0.011754912133295159,-0.010657260477803465,0.0,-0.011935327618901148,0.017527926672956884,0.0,-0.0003223800492682116
2012-01-30,0.010401128078787458,-0.004061759521424513,-0.0022363547696095942,-0.01703706812860961,-0.016519273183566607,0.008230491061099965,0.0007725739769885998,0.05045828975616162,-0.016980291753763366,0.0,-0.010344944636921927,0.011760576627410924,0.0,-0.002744342182205095
2012-01-31,0.02744245348365748,0.0,0.004096100019589599,-0.010761976296692843,-0.031967563560290735,0.0009102012802064685,0.0040466628094590895,0.014184583822308472,0.01083878345770306,0.0,-0.008703269771874744,-0.006598275429043898,-0.0021249010358106446,0.004998761705278909
2012-02-01,0.0199341643705635,0.01534767866384179,0.01071904228268572,0.016379956702257115,-0.0022317945877090573,0.048833452340391936,0.013371727214990692,0.036870573963674325,-0.0010269581108015569,0.0,0.01904821440879667,0.010609172410009915,0.01524593169964028,0.021482285316625216
2012-02-02,-0.000658084479149057,-0.01697696651379399,-0.01481514230227532,0.0,0.0019133324774052163,0.01205876789985183,0.0018957337930194385,-0.02752472022246044,-0.010330768346222818,0.0,0.003424565717728534,-0.0029154512243096953,-0.0020971731947798666,0.0011014035333873906
2012-02-03,0.006561686744442241,0.0032560029414527847,0.0022363547696095942,0.0039138676959566965,0.011403242995408736,0.013605580060155109,0.015037955597511754,0.02298953334638476,-0.003120249459252822,0.0,0.002560827203287541,-0.003656325227358259,0.00558274722237595,0.00970271986875293
